Country,Countrycode2,Countrycode3,Year,POP,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Region,Currency,Reference_period,Welfaredefn,Currency_Unit,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,isEu,isOECD,exchrate_penn
United States,US,USA,2013,316400544,High income,,,,National statistical authority,,,,,,,,,,,3.36,8.83,14.71,22.78,50.32,,22.1,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2013,315536676,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,1
United States,US,USA,2013,316400544,High income,39215.7,56079,,National statistical authority,,,,,,,,,,,3.2,8.4,14.4,23,51,,22.2,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
United States,US,USA,2013,316400544,High income,40594.1,57856,,National statistical authority,,,,,,,,,,,3.1,8.2,14.3,23,51.4,,22.2,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
"Bahamas, The",BS,BHS,2013,367162,High income,13084,9550,,National statistical authority,2.2,3.6,4.6,5.5,6.7,8.1,9.8,11.9,15.4,31.4,5.8,10.1,14.8,21.7,46.8,,,New 2019,High,Americas,Bahamian dollar,Year,Consumption,,Household,Person,Per capita,All,All,All,,,
Jamaica,JM,JAM,2013,2851807,Upper middle income,254248,,,National statistical authority,2.11,3.57,4.61,5.62,6.85,8.11,9.83,12.1,15.88,31.32,5.68,10.23,14.97,21.93,47.2,,,New 2018,High,Americas,Jamaican dollar,Year,Consumption,,Household,Person,Per capita,All,All,All,,,0.009975952
Peru,PE,PER,2013,29773986,Upper middle income,6480,5112,,Luxembourg Income Study,2.55,4.02,5.13,6.18,7.29,8.55,10.04,12.06,15.44,28.73,6.57,11.32,15.83,22.1,44.17,1.03,18.42,New 2019,High,Americas,Peruvian nuevo sol,Year,Consumption,,Household,Person,Per capita,All,All,All,,,
Jamaica,JM,JAM,2013,2851807,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,0.009975952
Peru,PE,PER,2013,29773986,Upper middle income,13171,10994,,Luxembourg Income Study,2.75,4.33,5.51,6.62,7.77,8.96,10.36,12.27,15.23,26.2,7.08,12.12,16.73,22.64,41.43,1.1,16.29,New 2019,High,Americas,Peruvian nuevo sol,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2013,315536676,High income,,,,Research study,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,1
Brazil,BR,BRA,2013,202408632,Upper middle income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,2.156089151
Canada,CA,CAN,2013,35255495,High income,52900,44600,,National statistical authority,0.3,2.2,4,5.8,7.6,9.3,11.2,13.6,17,29.1,2.5,9.8,16.9,24.8,46.1,,,New 2018,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,0.971065577
Canada,CA,CAN,2013,35255495,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,1.02979657
Chile,CL,CHL,2013,17462982,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,495.2728776
United States,US,USA,2013,315536676,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2014,42637508,Upper middle income,,,39.1,United Nations,2.3,4,4.8,5.7,6.9,8,10.1,12.3,16.3,29.4,6.3,10.5,14.9,22.4,45.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2014,10706517,Lower middle income,,,47.1,United Nations,1,2.6,3.8,5,6.4,7.8,9.6,12.3,16.9,34.5,3.6,8.8,14.2,21.9,51.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2014,202763744,Upper middle income,,,51.4,United Nations,1.3,2.5,3.4,4.4,5.6,6.9,8.4,11,15.7,40.7,3.8,7.8,12.5,19.4,56.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2014,46967708,Upper middle income,,,54,United Nations,1,2.2,3.1,4.1,5.2,6.6,8.4,11.1,15.9,42.4,3.2,7.2,11.8,19.5,58.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2014,4795390,Upper middle income,,,49.8,United Nations,1.3,2.5,3.5,4.5,5.6,7.1,9,11.9,17.2,37.6,3.8,8,12.7,20.9,54.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2014,10165182,Upper middle income,,,44.9,United Nations,1.8,3.1,4.1,5,6.2,7.5,9.4,12.1,16.9,33.8,4.9,9.1,13.7,21.5,50.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2014,15951832,Upper middle income,,,44.9,United Nations,1.9,3.3,4.2,5.2,6.2,7.5,9.2,11.5,15.7,35.3,5.2,9.4,13.7,20.7,51,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2014,6295124,Lower middle income,,,43.4,United Nations,2,3.3,4.3,5.4,6.5,7.8,9.5,11.8,16.1,33.3,5.3,9.7,14.3,21.3,49.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Guatemala,GT,GTM,2014,15923238,Upper middle income,10914,7447,45,Luxembourg Income Study,2.16,3.43,4.35,5.27,6.27,7.44,8.89,10.94,14.49,36.76,5.59,9.61,13.71,19.83,51.25,0.84,26.4,New 2019,High,Americas,Guatemalan quetzal,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Guatemala,GT,GTM,2014,15923238,Upper middle income,,,53.5,United Nations,1.2,2.3,3.2,4.2,5.4,6.6,8.4,10.8,15.3,42.6,3.5,7.4,12,19.2,57.9,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2014,8955579,Lower middle income,,,48.1,United Nations,1.7,2.9,3.7,4.7,5.9,7.1,8.8,11.4,16.1,37.6,4.6,8.4,13,20.2,53.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2014,120355144,Upper middle income,,,50.2,United Nations,1.5,2.7,3.6,4.6,5.6,6.9,8.5,11,15.7,39.9,4.2,8.2,12.5,19.5,55.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
Nicaragua,NI,NIC,2014,6142734,Lower middle income,,,49.5,United Nations,1.3,2.7,3.8,4.8,5.9,7.3,8.7,10.9,15.1,39.4,4,8.6,13.2,19.6,54.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2014,3901311,High income,,,50.9,United Nations,0.9,2.2,3.3,4.5,5.8,7.3,9.2,11.9,16.7,38.3,3.1,7.8,13.1,21.1,55,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2014,6599524,Upper middle income,,,52.2,United Nations,1.3,2.4,3.4,4.4,5.6,6.9,8.5,10.8,15.1,41.7,3.7,7.8,12.5,19.3,56.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2014,30090372,Upper middle income,,,44.6,United Nations,1.5,2.9,4.1,5.3,6.6,8.1,9.8,12.3,16.3,33.2,4.4,9.4,14.7,22.1,49.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2014,3400439,High income,,,39.2,United Nations,2.3,3.7,4.8,5.9,7,8.4,10,12.3,16.1,29.5,6,10.7,15.4,22.3,45.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2014,3400439,High income,,,39.4,United Nations,2.3,3.6,4.7,5.8,7,8.4,10.1,12.3,16.2,29.6,5.9,10.5,15.4,22.4,45.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Venezuela,VE,VEN,2014,30042972,Upper middle income,,,37.8,United Nations,2.5,3.7,5,6.1,7.3,8.6,10.3,12.4,15.8,28.3,6.2,11.1,15.9,22.7,44.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2014,35604728,High income,50500,44700,31.1,National statistical authority,2.6,4.7,6,7.1,8.2,9.5,10.9,12.6,15,23.5,7.3,13.1,17.7,23.5,38.5,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,0.904073348
Canada,CA,CAN,2014,35604728,High income,47235,41497,31.3,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,1.106104944
Costa Rica,CR,CRI,2014,4757575,Upper middle income,5189022,3382695,48.5,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,538.3172003
Guatemala,GT,GTM,2014,15923238,Upper middle income,24055,17608,41.6,Luxembourg Income Study,2.37,3.7,4.67,5.69,6.76,8.01,9.39,11.29,14.56,33.56,6.07,10.36,14.77,20.68,48.12,0.92,23.53,New 2019,High,Americas,Guatemalan quetzal,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Mexico,MX,MEX,2014,120355144,Upper middle income,,,45.9,OECD,1.74,,,,,,,,,36.38,4.96,,,,51.71,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,true,
United States,US,USA,2014,317718779,High income,38700,30960,39.4,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2014,42637508,Upper middle income,,,,SEDLAC,1.87,3.26,4.34,5.44,6.81,8.38,10.39,12.97,17.02,29.52,5.13,9.78,15.19,23.36,46.54,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2014,10562159,Lower middle income,17100,,,SEDLAC,1.1,2.6,3.8,5,6.2,7.6,9.4,11.9,16.3,36,3.7,8.8,13.8,21.3,52.3,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.1447178
Brazil,BR,BRA,2014,204213133,Upper middle income,13476,,,SEDLAC,1.3,2.4,3.4,4.4,5.6,7,8.6,11.1,15.7,40.5,3.7,7.8,12.6,19.7,56.2,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.424998052
Colombia,CO,COL,2014,47791911,Upper middle income,,,,SEDLAC,1.2,2.4,3.3,4.2,5.3,6.7,8.5,11.1,15.8,41.5,3.6,7.5,12,19.6,57.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000499555
Costa Rica,CR,CRI,2014,4757575,Upper middle income,3242820,,,SEDLAC,1.5,2.7,3.7,4.6,5.7,7.1,9,11.7,17,36.9,4.2,8.3,12.8,20.7,53.9,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.001857641
Dominican Republic,DO,DOM,2014,10405844,Upper middle income,110148,,,SEDLAC,1.9,3.2,4.2,5.2,6.3,7.6,9.4,12.1,16.7,33.3,5.1,9.4,13.9,21.5,50,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.022958969
Ecuador,EC,ECU,2014,15903112,Upper middle income,2688,,,SEDLAC,1.8,3.1,4.2,5.2,6.3,7.7,9.4,11.8,16.2,34.4,4.9,9.4,14,21.2,50.6,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
El Salvador,SV,SLV,2014,6281189,Lower middle income,2004,,,SEDLAC,2.2,3.6,4.6,5.6,6.7,8,9.5,11.8,15.9,32.2,5.8,10.2,14.7,21.3,48.1,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Guatemala,GT,GTM,2014,15923559,Upper middle income,13440,,,SEDLAC,1.7,2.8,3.8,4.8,6,7.2,8.8,11.2,15.5,38,4.5,8.6,13.2,20,53.5,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.129328741
Honduras,HN,HND,2014,8809216,Lower middle income,33420,,,SEDLAC,1.3,2.3,3.3,4.4,5.7,7.2,9,11.7,16.9,38.1,3.6,7.7,12.9,20.7,55,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.047648185
Mexico,MX,MEX,2014,124221600,Upper middle income,39168,,,SEDLAC,1.7,3,3.9,4.8,5.8,6.9,8.4,10.7,15.1,39.5,4.7,8.7,12.7,19.1,54.6,,,New 2018,High,Americas,Mexican nuevo peso,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,0.075230676
Nicaragua,NI,NIC,2014,6013997,Lower middle income,,,,SEDLAC,2,3.2,4.1,5.1,6.2,7.5,8.9,11.1,14.8,37.2,5.2,9.2,13.7,20,52,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.038522433
Panama,PA,PAN,2014,3903986,High income,,,,SEDLAC,1.1,2.3,3.5,4.6,5.8,7.3,9.1,11.6,16.3,38.5,3.4,8.1,13.1,20.7,54.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Paraguay,PY,PRY,2014,6552584,Upper middle income,17674512,,,SEDLAC,1.3,2.6,3.6,4.6,5.6,6.9,8.5,10.8,14.9,41.2,3.9,8.2,12.5,19.3,56.1,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000224105
Peru,PE,PER,2014,30973354,Upper middle income,8784,,,SEDLAC,1.6,3.1,4.3,5.5,6.8,8.2,9.9,12.3,16.1,32.1,4.7,9.8,15,22.2,48.2,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2014,3419546,High income,182556,,,SEDLAC,2.1,3.5,4.6,5.8,7,8.4,10.1,12.4,16.3,29.9,5.6,10.4,15.4,22.5,46.2,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.043018107
Argentina,AR,ARG,2014,42637508,Upper middle income,,,,SEDLAC,2.15,3.68,4.81,5.89,7.17,8.69,10.47,12.86,16.58,27.7,5.83,10.7,15.86,23.33,44.28,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,Urban,All,All,,,
Bolivia,BO,BOL,2014,10562159,Lower middle income,,,,SEDLAC,1.2,2.8,4.1,5.3,6.6,7.9,9.6,12,16.1,34.2,4,9.4,14.5,21.6,50.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.1447178
Brazil,BR,BRA,2014,204213133,Upper middle income,,,,SEDLAC,1.4,2.7,3.7,4.7,5.8,7,8.6,11,15.5,39.5,4.1,8.4,12.8,19.6,55,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.424998052
Colombia,CO,COL,2014,47791911,Upper middle income,,,,SEDLAC,1.4,2.6,3.6,4.6,5.7,7,8.7,11.2,15.6,39.7,4,8.2,12.7,19.9,55.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000499555
Costa Rica,CR,CRI,2014,4757575,Upper middle income,,,,SEDLAC,1.7,3,3.9,4.8,5.9,7.3,9.1,11.8,16.8,35.7,4.7,8.7,13.2,20.9,52.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.001857641
Dominican Republic,DO,DOM,2014,10405844,Upper middle income,,,,SEDLAC,2.1,3.4,4.4,5.4,6.6,7.9,9.6,12,16.4,32.1,5.5,9.8,14.5,21.6,48.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.022958969
Ecuador,EC,ECU,2014,15903112,Upper middle income,,,,SEDLAC,2,3.4,4.5,5.5,6.7,7.9,9.6,11.8,15.8,32.8,5.4,10,14.6,21.4,48.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
El Salvador,SV,SLV,2014,6281189,Lower middle income,,,,SEDLAC,2.4,3.8,4.9,5.9,7,8.2,9.7,11.9,15.6,30.8,6.2,10.8,15.2,21.6,46.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Guatemala,GT,GTM,2014,15923559,Upper middle income,,,,SEDLAC,1.9,3.1,4.1,5.1,6.3,7.6,9.1,11.4,15.4,36,5,9.2,13.9,20.5,51.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.129328741
Honduras,HN,HND,2014,8809216,Lower middle income,,,,SEDLAC,1.4,2.5,3.5,4.7,6,7.5,9.4,11.9,16.7,36.3,3.9,8.2,13.5,21.3,53,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.047648185
Mexico,MX,MEX,2014,124221600,Upper middle income,,,,SEDLAC,1.9,3.3,4.2,5.1,6.1,7.2,8.7,10.8,15,37.7,5.2,9.3,13.3,19.5,52.7,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,true,0.075230676
Nicaragua,NI,NIC,2014,6013997,Lower middle income,,,,SEDLAC,2.1,3.4,4.3,5.4,6.4,7.7,9.1,11.1,14.7,35.7,5.5,9.7,14.1,20.2,50.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.038522433
Panama,PA,PAN,2014,3903986,High income,,,,SEDLAC,1.2,2.6,3.8,4.9,6.2,7.6,9.2,11.7,16,36.8,3.8,8.7,13.8,20.9,52.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Paraguay,PY,PRY,2014,6552584,Upper middle income,,,,SEDLAC,1.5,2.8,3.8,4.8,5.9,7.1,8.7,10.8,14.6,40.1,4.3,8.6,13,19.5,54.7,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000224105
Peru,PE,PER,2014,30973354,Upper middle income,,,,SEDLAC,1.8,3.2,4.5,5.8,7.1,8.5,10.1,12.3,15.9,30.7,5,10.3,15.6,22.4,46.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Uruguay,UY,URY,2014,3419546,High income,,,,SEDLAC,2.5,3.9,5,6.1,7.2,8.5,10.1,12.2,15.9,28.7,6.4,11.1,15.7,22.3,44.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.043018107
Argentina,AR,ARG,2014,42637508,Upper middle income,8023.33,6015.66,,World Bank,1.82,3.22,4.3,5.41,6.78,8.38,10.34,12.91,16.93,29.92,5.05,9.71,15.15,23.25,46.85,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2014,10706517,Lower middle income,5201.06,3587.18,,World Bank,1.12,2.64,3.85,4.98,6.2,7.62,9.36,11.91,16.28,36.05,3.76,8.82,13.82,21.27,52.33,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2014,202763744,Upper middle income,7432.99,4620.83,,World Bank,1.24,2.43,3.41,4.42,5.57,6.98,8.59,11.07,15.73,40.56,3.67,7.83,12.54,19.66,56.29,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2014,46967708,Upper middle income,5390.98,3214.2,,World Bank,1.18,2.35,3.28,4.24,5.33,6.68,8.46,11.08,15.85,41.55,3.53,7.52,12.02,19.54,57.4,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2014,4795390,Upper middle income,8361.47,5321.95,,World Bank,1.48,2.72,3.67,4.6,5.69,7.13,9.01,11.74,17.03,36.92,4.2,8.27,12.82,20.75,53.95,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2014,10165182,Upper middle income,4814.09,3315.7,,World Bank,1.9,3.15,4.15,5.16,6.28,7.63,9.44,12.09,16.82,33.38,5.05,9.31,13.91,21.53,50.2,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2014,15951832,Upper middle income,4990.71,3474.31,,World Bank,1.73,3.08,4.15,5.19,6.34,7.67,9.43,11.82,16.2,34.4,4.81,9.34,14.01,21.25,50.6,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2014,6295124,Lower middle income,3600.75,2618.88,,World Bank,2.21,3.56,4.58,5.59,6.71,7.96,9.54,11.84,15.86,32.15,5.77,10.17,14.66,21.38,48.01,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Guatemala,GT,GTM,2014,15923238,Upper middle income,3118.83,2046.94,,World Bank,1.67,2.83,3.81,4.79,5.98,7.23,8.86,11.24,15.54,38.05,4.5,8.6,13.21,20.1,53.59,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2014,8955579,Lower middle income,2869.52,1836.04,,World Bank,1.27,2.34,3.28,4.41,5.74,7.2,9.02,11.67,16.94,38.13,3.61,7.69,12.93,20.69,55.07,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2014,120355144,Upper middle income,4288.99,2703.52,,World Bank,1.74,3.01,3.94,4.81,5.75,6.92,8.45,10.71,15.13,39.55,4.74,8.75,12.67,19.16,54.68,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Nicaragua,NI,NIC,2014,6142734,Lower middle income,3952.65,2724.2,,World Bank,1.98,3.16,4.09,5.08,6.23,7.46,8.87,11.08,14.85,37.21,5.14,9.17,13.68,19.95,52.06,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2014,3901311,High income,7852.3,5104.36,,World Bank,1.04,2.31,3.46,4.62,5.81,7.26,9.05,11.61,16.34,38.49,3.36,8.08,13.07,20.66,54.83,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2014,6599524,Upper middle income,6491.98,4078.72,,World Bank,1.44,2.6,3.64,4.64,5.68,6.93,8.61,10.83,14.93,40.7,4.03,8.28,12.61,19.44,55.63,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2014,30090372,Upper middle income,4685.07,3494.86,,World Bank,1.64,3.05,4.28,5.51,6.8,8.23,9.93,12.28,16.13,32.15,4.69,9.79,15.03,22.21,48.28,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2014,3400439,High income,9578.78,7309.73,,World Bank,2.12,3.49,4.64,5.78,6.99,8.35,10.06,12.41,16.26,29.91,5.61,10.41,15.34,22.47,46.17,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Guatemala,GT,GTM,2014,15923238,Upper middle income,12849,8300,,Luxembourg Income Study,1.87,3.04,3.93,4.87,5.9,7.15,8.76,11.17,15.4,37.92,4.9,8.8,13.05,19.92,53.32,0.73,26.72,New 2019,High,Americas,Guatemalan quetzal,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2014,35604728,High income,60400,51100,,National statistical authority,2.3,4,5.3,6.6,7.8,9.1,10.7,12.6,15.4,26.1,6.3,11.9,16.9,23.3,41.5,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,0.904073348
Canada,CA,CAN,2014,35604728,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,1.106104944
Guatemala,GT,GTM,2014,15923238,Upper middle income,28154,19818,,Luxembourg Income Study,2.06,3.32,4.31,5.33,6.43,7.66,9.24,11.57,15.43,34.65,5.38,9.65,14.09,20.81,50.08,0.8,23.63,New 2019,High,Americas,Guatemalan quetzal,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2014,318673440,High income,,,,National statistical authority,,,,,,,,,,,3.34,8.96,14.77,22.89,50.03,,21.8,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2014,317718779,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,1
United States,US,USA,2014,318673440,High income,40206.8,56969,,National statistical authority,,,,,,,,,,,3.1,8.2,14.3,23.2,51.2,,21.9,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
Guatemala,GT,GTM,2014,15923238,Upper middle income,10376,7811,,Luxembourg Income Study,2.83,4.11,5.1,6.04,7,8.17,9.67,11.69,15.37,30.03,6.94,11.13,15.17,21.36,45.4,1.2,19.62,New 2019,High,Americas,Guatemalan quetzal,Year,Consumption,,Household,Person,Per capita,All,All,All,,,
Jamaica,JM,JAM,2014,2862087,Upper middle income,284654,,,National statistical authority,2.6,4.01,5.05,5.96,7.27,8.66,10.11,12.24,15.69,28.4,6.62,11.01,15.93,22.35,44.09,,,New 2018,High,Americas,Jamaican dollar,Year,Consumption,,Household,Person,Per capita,All,All,All,,,0.009014326
Guatemala,GT,GTM,2014,15923238,Upper middle income,22709,18342,,Luxembourg Income Study,3.36,4.77,5.75,6.65,7.57,8.62,9.87,11.79,14.99,26.62,8.13,12.4,16.19,21.66,41.61,1.42,16.91,New 2019,High,Americas,Guatemalan quetzal,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,
